ADDRESS,CITY,PROV/STATE,"POSTAL/ZIP CODE",STORE,Latitude,Longitude,Hours,URL,Notes,Image,"Image URL",Phone,e,Icon,categories,BRANDS,COUNTRY,COUNTRY2,COUNTRY3
534 Highway 11,Nipigon,ON,"P0T 2J0",Tim Hortons,49.0187316,-88.2651135,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
207 19th Avenue,Nisku,AB,"T9E 0W8",Tim Hortons,53.3353246,-113.5408932,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
13305 Highway 27,Nobleton,ON,"L0G 1N0",Tim Hortons,43.9098732,-79.6543503,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
11402 Railway Avenue E,North Battleford,SK,"S9A 3G8",Tim Hortons,52.7609407,-108.276234,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
9803 Territorial Drive,North Battleford,SK,"S9A 3Z8",Tim Hortons,52.7919643,-108.3009749,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
100 College Drive,North Bay,ON,"P1B 8K9",Tim Hortons,46.3436065,-79.4916937,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1000 Algonquin Avenue,North Bay,ON,"P1B 4X7",Tim Hortons,46.325607,-79.4661919,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1050 Cassells Street,North Bay,ON,"P1B 4A9",Tim Hortons,46.3169017,-79.4583876,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
114 Drury Street,North Bay,ON,"P1A 3Z6",Tim Hortons,46.3101251,-79.4402974,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1500 Fisher Avenue,North Bay,ON,"P1B 2H3",Tim Hortons,46.3132147,-79.4418874,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1899 Algonquin Avenue,North Bay,ON,"P1B 4Y8",Tim Hortons,46.3312128,-79.4675891,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
25 Lakeshore Drive,North Bay,ON,"P1A 2A1",Tim Hortons,46.2955521,-79.4550705,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
260 Pinewood Park Drive,North Bay,ON,"P1B 8Z4",Tim Hortons,46.2583697,-79.387748,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2672 Troutlake Road,North Bay,ON,"P1B 7S7",Tim Hortons,46.3240488,-79.4282591,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
368 Lakeshore Drive,North Bay,ON,"P1A 2A6",Tim Hortons,46.2796553,-79.4463435,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
50 College Drive,North Bay,ON,"P1B 0A4",Tim Hortons,46.3349613,-79.4947205,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
60 Commerce Cresent,North Bay,ON,"P1B 8G4",Tim Hortons,46.3146741,-79.4267392,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
975 Mckeown Avenue,North Bay,ON,"P1B 9P2",Tim Hortons,46.332863,-79.4720506,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2927 Drinkwater Road,North Duncan,BC,"V9L 6C6",Tim Hortons,48.8030358,-123.7165574,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1640 Electra Boulevard,North Saanich,BC,"V8L 5V4",Tim Hortons,48.6403068,-123.431155,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
106 King Street,North Sydney,NS,"B2A 2T6",Tim Hortons,46.2146422,-60.2632139,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
7 Blowers Street,North Sydney,NS,"B2A 2Y3",Tim Hortons,46.2110472,-60.2480582,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
106 West Queens,North Vancouver,BC,"V7N 2K3",Tim Hortons,49.336804,-123.0726629,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
132 Esplanade West,North Vancouver,BC,"V7M 1A2",Tim Hortons,49.3116248,-123.0806977,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1384 Main Street,North Vancouver,BC,"V7J 1C6",Tim Hortons,49.3060314,-123.0348042,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1409 Marine Drive,North Vancouver,BC,"V7P 1T5",Tim Hortons,49.3238973,-123.1134523,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1509 Lonsdale Avenue,North Vancouver,BC,"V7M 2J2",Tim Hortons,49.3222406,-123.0723131,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1712 Lonsdale Avenue,North Vancouver,BC,"V7M 2J5",Tim Hortons,49.3243613,-123.0722215,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
194 Riverside Drive,North Vancouver,BC,"V7H 1T9",Tim Hortons,49.3050016,-123.0190877,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2055 Purcell Way,North Vancouver,BC,"V7J 3H5",Tim Hortons,49.315684,-123.020573,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2177 Dollarton Highway,North Vancouver,BC,"V7H 3A7",Tim Hortons,49.3269904,-123.0732801,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2501 Westview Drive,North Vancouver,BC,"V7N 3W9",Tim Hortons,49.332669,-123.0885913,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2747 Mountain Highway,North Vancouver,BC,"V7J 2N7",Tim Hortons,49.3338442,-123.0383773,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
935 Marine Drive,North Vancouver,BC,"V7P 1S3",Tim Hortons,49.3222222,-123.0993128,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1 Yorkdale Road,North York,ON,"M6A 3A1",Tim Hortons,43.7251234,-79.4491782,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1050 Don Mills Road,North York,ON,"M3C 1W6",Tim Hortons,43.7355127,-79.3430778,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1060 Finch Avenue West,North York,ON,"M3J 2E2",Tim Hortons,43.7675584,-79.4727296,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1110 Don Mills Road,North York,ON,"M3C 1S7",Tim Hortons,43.7374432,-79.3438625,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1202 Wilson Avenue - Mto Cafe,North York,ON,"M3M 3G8",Tim Hortons,43.7615377,-79.4110794,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1244 Lawrence Avenue East,North York,ON,"M3A 1B9",Tim Hortons,43.7412579,-79.3190014,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1309 Lawrence Avenue East,North York,ON,"M3A 1C6",Tim Hortons,43.7405361,-79.3236896,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
156C - 1700 Wilson Avenue,North York,ON,"M3L 1B2",Tim Hortons,43.7212654,-79.5120047,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
171 Bentworth Street,North York,ON,"M6A 1P7",Tim Hortons,43.7196007,-79.4683643,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1725 Eglinton Avenue East,North York,ON,"M4A 1J6",Tim Hortons,43.7259408,-79.3135587,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1865-1871 Avenue Road,North York,ON,"M5M 3Z7",Tim Hortons,43.7319525,-79.4193471,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1869 Leslie Street,North York,ON,"M3B 2M3",Tim Hortons,43.7554022,-79.3605243,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1900 O'Connor Drive,North York,ON,"M4A 1X2",Tim Hortons,43.723407,-79.3022641,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2050 Victoria Park Avenue,North York,ON,"M1R 1V2",Tim Hortons,43.7528869,-79.3137899,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2208 Jane Street,North York,ON,"M3M 1A4",Tim Hortons,43.7228931,-79.5091072,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2225 Sheppard Avenue East,North York,ON,"M2J 4W6",Tim Hortons,43.7725884,-79.3288527,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2355 Keele Street,North York,ON,"M6M 4A2",Tim Hortons,43.7076023,-79.4777695,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2500 Don Mills Road,North York,ON,"M2J 3B3",Tim Hortons,43.7757692,-79.3473217,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2625 G Weston Road,North York,ON,"M9N 3W1",Tim Hortons,43.7129226,-79.5336997,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2625 G Weston Road,North York,ON,"M9N 3W1",Tim Hortons,43.7129226,-79.5336997,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
3090 Bathurst Street,North York,ON,"M6A 2A1",Tim Hortons,43.7196079,-79.4302851,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
3514 Weston Road,North York,ON,"M9L 1V6",Tim Hortons,43.7532156,-79.5426953,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
3685 Keele Street,North York,ON,"M3J 3H6",Tim Hortons,43.7540084,-79.487747,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
3750 Bathurst Street,North York,ON,"M3H 3M4",Tim Hortons,43.7372969,-79.4340697,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
4001 Leslie Street,North York,ON,"M2K 1E1",Tim Hortons,43.7704035,-79.3641191,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
4550 Dufferin Street,North York,ON,"M3H 5R9",Tim Hortons,43.7677841,-79.4666844,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
461 Sheppard Avenue East,North York,ON,"M2N 3B3",Tim Hortons,43.7668874,-79.388348,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
4901 Steeles Avenue W,North York,ON,"M9L 2W1",Tim Hortons,43.7708897,-79.543222,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
500 Trethewey Drive,North York,ON,"M6M 4C2",Tim Hortons,43.6952589,-79.487599,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
515 Drewry Avenue,North York,ON,"M2R 2K9",Tim Hortons,43.7810996,-79.4444696,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
5571 Yonge Street,North York,ON,"M2G 5S4",Tim Hortons,43.7787968,-79.415177,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
5695 Yonge Street,North York,ON,"M2N 3T9",Tim Hortons,43.782088,-79.416015,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
6464 Yonge Street,North York,ON,"M2M 3X4",Tim Hortons,43.7958722,-79.4222844,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
800 Lawrence Avenue E,North York,ON,"M3C 1P4",Tim Hortons,43.7348924,-79.3541196,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
843 Don Mills Road,North York,ON,"M3C 1V4",Tim Hortons,43.7229048,-79.339424,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
844 Don Mills Road,North York,ON,"M3C 1V7",Tim Hortons,43.7231725,-79.3406546,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
860 York Mills,North York,ON,"M3B 1Y4",Tim Hortons,43.754765,-79.3520428,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
895 Jane Street,North York,ON,"M6N 4C4",Tim Hortons,43.6771947,-79.4960681,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
773080 Highway 59,Norwich,ON,"N0J 1P0",Tim Hortons,42.9761953,-80.594291,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
4 Gauthier Nord,Notre-Dame-Des-Prairies,QC,"J6E 1T8",Tim Hortons,46.0337575,-73.4338406,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
508 Route 131,Notre-Dame-Des-Prairies,QC,"J6E 7Y8",Tim Hortons,46.0527907,-73.4186966,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
34 Provincial Highway 3,Oak Bluff,MB,"R0G 1N0",Tim Hortons,49.7732716,-97.3231589,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
27007 Springfield Road,Oakbank,MB,"R0E 1J2",Tim Hortons,49.9301413,-96.8423561,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1011 Upper Middle Road East,Oakville,ON,"L6H 4L2",Tim Hortons,43.4825491,-79.6959421,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
111 Cross Avenue,Oakville,ON,"L6J 2W7",Tim Hortons,43.4539383,-79.6865411,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1430 Trafalgar Road,Oakville,ON,"L6H 2L1",Tim Hortons,43.4686451,-79.6999581,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1499 Upper Middle Road,Oakville,ON,"L6M 3G3",Tim Hortons,43.438322,-79.7425586,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1515 Rebecca Street,Oakville,ON,"L6L 5G6",Tim Hortons,43.4125068,-79.7065925,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1528 Dundas Street West,Oakville,ON,"L6M 4H8",Tim Hortons,43.4535171,-79.7572113,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1530 North Service Road West,Oakville,ON,"L4L 1A5",Tim Hortons,43.4264849,-79.7256891,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
201 Oak Park Boulevard,Oakville,ON,"L6H 7T4",Tim Hortons,43.4839173,-79.7224218,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
228 Wyecroft Road,Oakville,ON,"L6K 3S3",Tim Hortons,43.4466249,-79.6955872,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2303 Lakeshore Road W,Oakville,ON,"L6L 1H2",Tim Hortons,43.398478,-79.707319,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2316 Royal Windsor Drive,Oakville,ON,"L6J 7Y1",Tim Hortons,43.4907348,-79.6516093,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2355 Trafalgar Road,Oakville,ON,"L6J 4N3",Tim Hortons,43.4836997,-79.7137709,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
240 Leighland Avenue,Oakville,ON,"L6H 3H6",Tim Hortons,43.4617715,-79.6871404,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2525 Hyde Park Gate Boulevard,Oakville,ON,"L6H 6G6",Tim Hortons,43.5154826,-79.689334,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
260 North Service Road W,Oakville,ON,"L2M 2R7",Tim Hortons,43.4483676,-79.7040206,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2960 S Sheridan Way,Oakville,ON,"L6J 7T4",Tim Hortons,43.5069448,-79.6614347,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
327 Reynolds Street,Oakville,ON,"L6J 3L7",Tim Hortons,43.45268,-79.6734901,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
345 Speers Road,Oakville,ON,"L6K 3S5",Tim Hortons,43.4414575,-79.6924621,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
3480 Superior Court,Oakville,ON,"L6L 0C4",Tim Hortons,43.3929226,-79.7409673,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
386 Iroquois Shore Road,Oakville,ON,"L6M 1M4",Tim Hortons,43.4656412,-79.6842662,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
49 Lakeshore Road,Oakville,ON,"L6K 1C8",Tim Hortons,43.4406589,-79.6736871,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
494 Dundas Street W,Oakville,ON,"L6H 6Y3",Tim Hortons,43.4656856,-79.7438658,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
515 Maplegrove Drive,Oakville,ON,"L6J 4W3",Tim Hortons,43.467517,-79.6876659,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
520 Dundas Street West,Oakville,ON,"L6J 4Z3",Tim Hortons,43.4647261,-79.7449168,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
562 Trafalgar Road,Oakville,ON,"L6J 3J2",Tim Hortons,43.4588286,-79.6822006,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
587 3rd Line,Oakville,ON,"L6L 4A8",Tim Hortons,43.4353456,-79.7399601,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
624 Third Line,Oakville,ON,"L6L 4A7",Tim Hortons,43.4185323,-79.7171763,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
754 Bronte Road,Oakville,ON,"L6L 4Z3",Tim Hortons,43.4071375,-79.7380556,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
3745 Highway 401 Eastbound,Odessa,ON,"K0H 2H0",Tim Hortons,44.2770379,-76.7182925,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
18 Southridge Drive,Okotoks,AB,"T1S 1N1",Tim Hortons,50.7153947,-113.9797266,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
200 Southridge Drive,Okotoks,AB,"T1S 0B2",Tim Hortons,50.7064835,-113.9753524,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
5508 46th Street,Olds,AB,"T4H 1B8",Tim Hortons,51.7950373,-114.115487,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
6700 46th Street,Olds,AB,"T4H 0A2",Tim Hortons,51.7954904,-114.1344412,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1037 Oleary Road,Oleary,PE,"C0B 1V0",Tim Hortons,46.7176429,-64.1654667,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
185-5717 Main Street,Oliver,BC,"V0H 1T9",Tim Hortons,49.1710702,-119.5555201,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
100 Fifth Avenue,Orangeville,ON,"L9W 5E8",Tim Hortons,43.9301844,-80.0938285,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
230 Centennial Road,Orangeville,ON,"L9W 5K9",Tim Hortons,43.9021707,-80.1185122,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
31 Broadway Street,Orangeville,ON,"L9W 1J7",Tim Hortons,43.9214943,-80.0871202,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
322 Broadway,Orangeville,ON,"L9W 3T2",Tim Hortons,43.9146159,-80.1163521,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
46 Broadway,Orangeville,ON,"L9W 1J4",Tim Hortons,43.9209394,-80.0896354,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
92 First Street,Orangeville,ON,"L9W 3J6",Tim Hortons,43.9289227,-80.0999189,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
175 Westmount Drive,Orillia,ON,"L3V 7T7",Tim Hortons,44.6089952,-79.4397196,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
25 Colborne Street,Orillia,ON,"L3V 1T4",Tim Hortons,44.6074472,-79.4179364,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
265 Atherly Road,Orillia,ON,"L3V 1N7",Tim Hortons,44.6055637,-79.3998142,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
3 Creighton Street,Orillia,ON,"L3V 1A9",Tim Hortons,44.6030512,-79.3643536,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
3295 Monarch Drive,Orillia,ON,"L3V 7Z4",Tim Hortons,44.6106318,-79.4510447,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
355 Memorial Avenue,Orillia,ON,"L3V 6H1",Tim Hortons,44.5913398,-79.4244585,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
39 Maple Highway 11 North,Orillia,ON,"L3V 3W3",Tim Hortons,44.6082465,-79.4196783,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
420 West Street N,Orillia,ON,"L3V 5E8",Tim Hortons,44.6229362,-79.4312025,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
525 Memorial Avenue,Orillia,ON,"L3V 7V3",Tim Hortons,44.5869976,-79.4251691,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
825 Memorial Avenue,Orillia,ON,"L3V 6S2",Tim Hortons,44.5814584,-79.4339418,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
110 Place D'Orleans Drive,Orleans,ON,"K1C 2L9",Tim Hortons,45.4785994,-75.5151663,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1675 Tenth Line Road,Orleans,ON,"K1E 3P6",Tim Hortons,45.4690967,-75.4912659,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1980 Joseph Boulevard,Orleans,ON,"K1C 1E4",Tim Hortons,45.4634892,-75.5408782,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2895 St.Joseph Boulevard,Orleans,ON,"K1C 1G7",Tim Hortons,45.4748137,-75.5178469,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
3869 Innes Road,Orleans,ON,"K1C 1T1",Tim Hortons,45.4529921,-75.5116129,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
3900 Innes Road,Orleans,ON,"K1W 1K9",Tim Hortons,45.4512876,-75.5086456,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
4454 Innes Road,Orleans,ON,"K4A 3J7",Tim Hortons,45.4612784,-75.4842894,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
911 Watters Road,Orleans,ON,"K4A 3K5",Tim Hortons,45.4834943,-75.4750411,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1410 Route 201,Ormstown,QC,"J0S 1K0",Tim Hortons,45.1194146,-73.9879937,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2976 Highway 11,Oro Medonte,ON,"L0L 2X0",Tim Hortons,44.5620514,-79.5920352,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1012 Onondaga Street,Oromocto,NB,"E2V 1B8",Tim Hortons,45.8525177,-66.4761017,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
280 Restigouche Road,Oromocto,NB,"E2V 2G9",Tim Hortons,45.842062,-66.5016087,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
3 Gateway Drive,Oromocto,NB,"E2V 4R3",Tim Hortons,45.8333436,-66.4888217,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
8262 Highway 35,Orono,ON,"L0B 1M0",Tim Hortons,44.0047717,-78.6060207,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1 Hospital Court,Oshawa,ON,"L1G 2B9",Tim Hortons,43.9066084,-78.8703454,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1251 Simcoe Street North,Oshawa,ON,"L1G 4X1",Tim Hortons,43.9306786,-78.8778608,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1311 Harmony Road N,Oshawa,ON,"L1H 7K5",Tim Hortons,43.9379725,-78.8487543,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1361 Harmony Road North,Oshawa,ON,"L1H 7K4",Tim Hortons,43.9391816,-78.8492466,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
146 Bloor Street East,Oshawa,ON,"L1H 3M4",Tim Hortons,43.8816396,-78.8504677,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1471 Harmony Road N,Oshawa,ON,"L1H 7K5",Tim Hortons,43.9442171,-78.8497368,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
150 Bond Street,Oshawa,ON,"L1G 0A2",Tim Hortons,43.900308,-78.858811,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
17 Athol Street West,Oshawa,ON,"L1H 1J5",Tim Hortons,43.8965378,-78.863174,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
20 Park Road S,Oshawa,ON,"L1J 4G8",Tim Hortons,43.8947275,-78.8732627,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2000 Simcoe Street,Oshawa,ON,"L1H 7K4",Tim Hortons,43.9430326,-78.8949113,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2000 Simcoe Street,Oshawa,ON,"L1H 7K4",Tim Hortons,43.9462069,-78.8936091,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
2000 Simcoe Street,Oshawa,ON,"L1H 7K7",Tim Hortons,43.9462069,-78.8936091,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
211 King Street E,Oshawa,ON,"L1H 1C5",Tim Hortons,43.8992873,-78.8562947,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
285 Taunton Road E,Oshawa,ON,"L1G 3V2",Tim Hortons,43.9338946,-78.866687,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
338 King Street West,Oshawa,ON,"L1J 2J9",Tim Hortons,43.8947012,-78.8763333,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
415 Simcoe Street S,Oshawa,ON,"L1H 4J5",Tim Hortons,43.8866751,-78.8585846,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
419 King Street W,Oshawa,ON,"L1J 2K5",Tim Hortons,43.8905381,-78.8799489,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
503 Wentworth Street W,Oshawa,ON,"L1J 6G5",Tim Hortons,43.8687368,-78.857261,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
520 King Street West,Oshawa,ON,"L1J 2K9",Tim Hortons,43.8970929,-78.8657912,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
560 King Street East,Oshawa,ON,"L1H 1G5",Tim Hortons,43.9023139,-78.8433649,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
8907 Main Street Highway 2,Osoyoos,BC,"V0H 1V0",Tim Hortons,49.032304,-119.468163,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1 Rideaucrest Drive,Ottawa,ON,"K2G 6A4",Tim Hortons,45.2842893,-75.7232092,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
100 Bayshore Drive,Ottawa,ON,"K2B 8C1",Tim Hortons,45.347619,-75.8068568,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
100 Constellation Crescent,Ottawa,ON,"K1P 1J1",Tim Hortons,45.3456306,-75.7639074,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
100 Metcalfe Street,Ottawa,ON,"K1P 0A7",Tim Hortons,45.4207313,-75.6958056,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1000 Airport Parkway Private,Ottawa,ON,"K1V 9B4",Tim Hortons,45.3220226,-75.6672388,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1053 Carling Avenue,Ottawa,ON,"K1Y 4E9",Tim Hortons,45.3925716,-75.7224948,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
110 - 85 Rue Universite,Ottawa,ON,"K1N 6N5",Tim Hortons,45.4225784,-75.6838757,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1125 Colonel By Drive,Ottawa,ON,"K1S 5B6",Tim Hortons,45.3835317,-75.6975174,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1125 Colonel By Drive - Carleton University,Ottawa,ON,"K1S 5B6",Tim Hortons,45.3875812,-75.6960202,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1125 Colonel By Drive-Carleton Univ Phy Ctr,Ottawa,ON,"K1S 5B6",Tim Hortons,45.4215296,-75.6971931,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1125 Colonel Drive,Ottawa,ON,"K1S 5B6",Tim Hortons,45.3820792,-75.6972839,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1200 St.Laurent Boulevard,Ottawa,ON,"K1K 3B8",Tim Hortons,45.4217021,-75.6392521,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
1239 Donald Street,Ottawa,ON,"K1J 8W3",Tim Hortons,45.4294296,-75.6398496,,www.timhortons.com,,,"",,,,Retail,,ca,Canada,
